1	4863.6	5191.2	6505.2	7026.2	8254.8	5317.2	5626.8	6310.8	7329.6	8679.6
2	4980.54193548387	5299.89677419355	6628.29677419355	7129.70322580645	8373.71612903226	5418.11612903226	5728.64516129032	6420.77419354839	7425.63870967742	8790.50322580645
3	5097.48387096774	5408.5935483871	6751.3935483871	7233.2064516129	8492.63225806452	5519.03225806452	5830.49032258065	6530.74838709677	7521.67741935484	8901.4064516129
4	5214.42580645161	5517.29032258064	6874.49032258064	7336.70967741935	8611.54838709677	5619.94838709677	5932.33548387097	6640.72258064516	7617.71612903226	9012.30967741935
5	5331.36774193548	5625.98709677419	6997.58709677419	7440.21290322581	8730.46451612903	5720.86451612903	6034.18064516129	6750.69677419355	7713.75483870968	9123.21290322581
6	5448.30967741935	5734.68387096774	7120.68387096774	7543.71612903226	8849.38064516129	5821.78064516129	6136.02580645161	6860.67096774194	7809.7935483871	9234.11612903226
7	5565.25161290323	5843.38064516129	7243.78064516129	7647.21935483871	8968.29677419355	5922.69677419355	6237.87096774194	6970.64516129032	7905.83225806452	9345.01935483871
8	5682.1935483871	5952.07741935484	7366.87741935484	7750.72258064516	9087.21290322581	6023.61290322581	6339.71612903226	7080.61935483871	8001.87096774194	9455.92258064516
9	5799.13548387097	6060.77419354839	7489.97419354839	7854.22580645161	9206.12903225806	6124.52903225806	6441.56129032258	7190.5935483871	8097.90967741935	9566.82580645161
10	5916.07741935484	6169.47096774194	7613.07096774194	7957.72903225806	9325.04516129032	6225.44516129032	6543.4064516129	7300.56774193548	8193.94838709677	9677.72903225806
11	6033.01935483871	6278.16774193548	7736.16774193548	8061.23225806452	9443.96129032258	6326.36129032258	6645.25161290323	7410.54193548387	8289.98709677419	9788.63225806452
12	6149.96129032258	6386.86451612903	7859.26451612903	8164.73548387097	9562.87741935484	6427.27741935484	6747.09677419355	7520.51612903226	8386.02580645161	9899.53548387097
13	6266.90322580645	6495.56129032258	7982.36129032258	8268.23870967742	9681.7935483871	6528.1935483871	6848.94193548387	7630.49032258064	8482.06451612903	10010.4387096774
14	6383.84516129032	6604.25806451613	8105.45806451613	8371.74193548387	9800.70967741935	6629.10967741935	6950.78709677419	7740.46451612903	8578.10322580645	10121.3419354839
15	6500.78709677419	6712.95483870968	8228.55483870968	8475.24516129032	9919.62580645161	6730.02580645161	7052.63225806452	7850.43870967742	8674.14193548387	10232.2451612903
16	6617.72903225806	6821.65161290323	8351.65161290323	8578.74838709677	10038.5419354839	6830.94193548387	7154.47741935484	7960.41290322581	8770.18064516129	10343.1483870968
17	6734.67096774193	6930.34838709677	8474.74838709677	8682.25161290322	10157.4580645161	6931.85806451613	7256.32258064516	8070.38709677419	8866.21935483871	10454.0516129032
18	6851.61290322581	7039.04516129032	8597.84516129032	8785.75483870968	10276.3741935484	7032.77419354839	7358.16774193548	8180.36129032258	8962.25806451613	10564.9548387097
19	6968.55483870968	7147.74193548387	8720.94193548387	8889.25806451613	10395.2903225806	7133.69032258065	7460.01290322581	8290.33548387097	9058.29677419355	10675.8580645161
20	7085.49677419355	7256.43870967742	8844.03870967742	8992.76129032258	10514.2064516129	7234.6064516129	7561.85806451613	8400.30967741935	9154.33548387097	10786.7612903226
21	7202.43870967742	7365.13548387097	8967.13548387097	9096.26451612903	10633.1225806452	7335.52258064516	7663.70322580645	8510.28387096774	9250.37419354839	10897.664516129
22	7319.38064516129	7473.83225806452	9090.23225806452	9199.76774193548	10752.0387096774	7436.43870967742	7765.54838709677	8620.25806451613	9346.41290322581	11008.5677419355
23	7436.32258064516	7582.52903225806	9213.32903225807	9303.27096774194	10870.9548387097	7537.35483870968	7867.3935483871	8730.23225806452	9442.45161290323	11119.4709677419
24	7553.26451612903	7691.22580645161	9336.42580645161	9406.77419354839	10989.8709677419	7638.27096774194	7969.23870967742	8840.2064516129	9538.49032258064	11230.3741935484
25	7670.2064516129	7799.92258064516	9459.52258064516	9510.27741935484	11108.7870967742	7739.18709677419	8071.08387096774	8950.18064516129	9634.52903225806	11341.2774193548
26	7787.14838709677	7908.61935483871	9582.61935483871	9613.78064516129	11227.7032258065	7840.10322580645	8172.92903225806	9060.15483870968	9730.56774193548	11452.1806451613
27	7904.09032258065	8017.31612903226	9705.71612903226	9717.28387096774	11346.6193548387	7941.01935483871	8274.77419354839	9170.12903225806	9826.6064516129	11563.0838709677
28	8021.03225806452	8126.01290322581	9828.81290322581	9820.78709677419	11465.535483871	8041.93548387097	8376.61935483871	9280.10322580645	9922.64516129032	11673.9870967742
29	8137.97419354839	8234.70967741935	9951.90967741935	9924.29032258064	11584.4516129032	8142.85161290323	8478.46451612903	9390.07741935484	10018.6838709677	11784.8903225806
30	8254.91612903226	8343.4064516129	10075.0064516129	10027.7935483871	11703.3677419355	8243.76774193548	8580.30967741935	9500.05161290323	10114.7225806452	11895.7935483871
31	8371.85806451613	8452.10322580645	10198.1032258065	10131.2967741935	11822.2838709677	8344.68387096774	8682.15483870968	9610.02580645161	10210.7612903226	12006.6967741935
32	8488.8	8560.8	10321.2	10234.8	11941.2	8445.6	8784	9720	10306.8	12117.6
33	8678.95714285714	8735.27142857143	10477.9285714286	10388.1857142857	12079.1571428571	8625.34285714286	8943.42857142857	9871.2	10467.5142857143	12268.9285714286
34	8869.11428571429	8909.74285714286	10634.6571428571	10541.5714285714	12217.1142857143	8805.08571428571	9102.85714285714	10022.4	10628.2285714286	12420.2571428571
35	9059.27142857143	9084.21428571428	10791.3857142857	10694.9571428571	12355.0714285714	8984.82857142857	9262.28571428571	10173.6	10788.9428571429	12571.5857142857
